order,family,genus,species,iucn2020_binomial,phylacine_binomial,adult_mass_g,brain_mass_g,adult_body_length_mm,adult_forearm_length_mm,max_longevity_d,maturity_d,female_maturity_d,male_maturity_d,age_first_reproduction_d,gestation_length_d,teat_number_n,litter_size_n,litters_per_year_n,interbirth_interval_d,neonate_mass_g,weaning_age_d,weaning_mass_g,generation_length_d,dispersal_km,density_n_km2,hibernation_torpor,fossoriality,home_range_km2,social_group_n,dphy_invertebrate,dphy_vertebrate,dphy_plant,det_inv,det_vend,det_vect,det_vfish,det_vunk,det_scav,det_fruit,det_nect,det_seed,det_plantother,det_diet_breadth_n,trophic_level,foraging_stratum,activity_cycle,freshwater,marine,terrestrial_non-volant,terrestrial_volant,upper_elevation_m,lower_elevation_m,altitude_breadth_m,island_dwelling,island_endemicity,disected_by_mountains,glaciation,biogeographical_realm,habitat_breadth_n
Rodentia,Muridae,Crunomys,suncoides,Crunomys suncoides,Crunomys suncoides,37,1.157,131.183,NA,1481.347,NA,103.212,NA,137.49,32.063,NA,2.783,3.212,45.956,NA,25.462,NA,639.878,1.292,NA,0,1,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,G,3,0,0,1,0,NA,NA,NA,NA,Occurs only on isolated islands,NA,NA,Indomalayan,1
Afrosoricida,Chrysochloridae,Cryptochloris,wintoni,Cryptochloris wintoni,Cryptochloris wintoni,22.88,1.913,89.995,NA,1379.884,NA,370.593,NA,398.09,65.397,NA,2.724,1.83,236.145,NA,54.934,NA,1050.789,1.021,NA,0,1,NA,1,40,60,0,40,0,60,0,0,0,0,0,0,0,2,3,G,1,0,0,1,0,NA,NA,NA,NA,Occurs on mainland,NA,NA,Afrotropical,1
Afrosoricida,Chrysochloridae,Cryptochloris,zyli,Cryptochloris zyli,Cryptochloris zyli,21.095,0.875,89.99,NA,1273.567,NA,367.331,NA,390.104,62.638,NA,3.002,1.818,232.825,NA,50.821,NA,974.733,0.981,NA,0,1,NA,1,40,60,0,40,0,60,0,0,0,0,0,0,0,2,3,G,1,0,0,1,0,NA,NA,NA,NA,Occurs on mainland,NA,NA,Afrotropical,1
Rodentia,Bathyergidae,Cryptomys,hottentotus,Cryptomys hottentotus,Cryptomys hottentotus,78.425,1.17,215,NA,4015,472.6,450,NA,555.595,82.196,NA,2.86,1.5,131.91,8.63,45.654,26.05,1606.96,0.261,816.08,0,1,0.001,11,0,0,100,0,0,0,0,0,0,0,0,0,100,1,1,G,2,0,0,1,0,NA,NA,NA,NA,Occurs on mainland,NA,NA,Afrotropical,3
Rodentia,Bathyergidae,Cryptomys,mahali,Cryptomys mahali,Cryptomys hottentotus,78.425,1.17,215,NA,4015,472.6,450,NA,555.595,82.196,NA,2.86,1.5,131.91,8.63,45.654,26.05,1606.96,0.261,816.08,0,1,0.001,11,0,0,100,0,0,0,0,0,0,0,0,0,100,1,1,G,2,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,Afrotropical,3
Rodentia,Bathyergidae,Cryptomys,natalensis,Cryptomys natalensis,Cryptomys hottentotus,78.425,1.17,215,NA,4015,472.6,450,NA,555.595,82.196,NA,2.86,1.5,131.91,8.63,45.654,26.05,1606.96,0.261,816.08,0,1,0.001,11,0,0,100,0,0,0,0,0,0,0,0,0,100,1,1,G,2,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,Afrotropical,3
Rodentia,Bathyergidae,Cryptomys,pretoriae,Cryptomys pretoriae,Cryptomys hottentotus,78.425,1.17,215,NA,4015,472.6,450,NA,555.595,82.196,NA,2.86,1.5,131.91,8.63,45.654,26.05,1606.96,0.261,816.08,0,1,0.001,11,0,0,100,0,0,0,0,0,0,0,0,0,100,1,1,G,2,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,Afrotropical,3
Didelphimorphia,Didelphidae,Cryptonanus,agricolai,Cryptonanus agricolai,Cryptonanus agricolai,10,1.593,74.76,NA,1308.658,NA,317.678,NA,339.305,21.494,NA,7.005,1.705,211.01,NA,79.024,NA,746.819,0.084,NA,0,2,NA,NA,20,0,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,S,2,0,0,1,0,760,400,360,NA,Occurs on mainland,NA,NA,Neotropical,1
Didelphimorphia,Didelphidae,Cryptonanus,chacoensis,Cryptonanus chacoensis,Cryptonanus chacoensis,15.5,1.503,98.424,NA,1232.415,NA,294.962,NA,322.175,19.106,NA,7.204,1.832,189.33,NA,75.657,NA,687.708,0.107,NA,0,1,NA,NA,20,0,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,G,1,0,0,1,0,1800,50,1750,NA,Occurs on mainland,NA,NA,Neotropical,2
Didelphimorphia,Didelphidae,Cryptonanus,guahybae,Cryptonanus guahybae,Cryptonanus guahybae,22.8,1.543,103.494,NA,1356.811,NA,298.727,NA,322.866,19.81,NA,6.746,1.838,178.046,NA,73.194,NA,707.115,0.132,NA,0,1,NA,NA,20,0,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,G,1,0,0,1,0,NA,NA,NA,NA,Occurs on mainland,NA,NA,Neotropical,1
Didelphimorphia,Didelphidae,Cryptonanus,ignitus,Cryptonanus ignitus,Cryptonanus ignitus,24.7,1.333,105.288,NA,1374.931,NA,302.949,NA,323.225,19.397,NA,7.4,1.85,183.07,NA,73.5,NA,740.625,0.138,NA,0,2,NA,NA,20,0,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,S,2,0,0,1,0,NA,NA,NA,NA,Occurs on mainland,NA,NA,Neotropical,1
Didelphimorphia,Didelphidae,Cryptonanus,unduaviensis,Cryptonanus unduaviensis,Cryptonanus unduaviensis,24.6,1.324,106.241,NA,1311.974,NA,303.574,NA,326.53,19.675,NA,6.925,1.791,181.864,NA,72.875,NA,716.469,0.138,NA,0,1,NA,NA,20,0,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,G,1,0,0,1,0,NA,NA,NA,NA,Occurs on mainland,NA,NA,Neotropical,NA
Carnivora,Eupleridae,Cryptoprocta,ferox,Cryptoprocta ferox,Cryptoprocta ferox,9500,33.526,763.02,246,8431.5,1262.74,1496,NA,1415,91.308,6,3,1,399.303,100,129,5251.93,2555,19.588,0.18,0,2,0.75,NA,10,90,0,10,70,20,0,0,0,0,0,0,0,2,3,S,2,0,0,1,0,2600,0,2600,1,Occurs only on isolated islands,1,0,Afrotropical,1
Carnivora,Eupleridae,Cryptoprocta,spelea,Cryptoprocta spelea,Cryptoprocta spelea,17000,70.537,912.407,NA,8352.96,NA,740.59,NA,830.266,87.893,NA,2.086,1.719,257.56,NA,111.729,NA,2782.424,26.052,NA,0,1,NA,NA,23,74,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,G,2,0,0,1,0,NA,NA,NA,NA,Occurs only on isolated islands,NA,NA,Afrotropical,NA
Eulipotyphla,Soricidae,Cryptotis,alticola,Cryptotis alticola,Cryptotis alticola,6.865,0.347,85,NA,774.947,NA,243.698,NA,277.226,24.635,NA,2.995,2.178,72.197,NA,24.839,NA,449.772,0.566,NA,0,1,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,G,1,0,0,1,0,4400,2460,1940,NA,Occurs on mainland,NA,NA,Neotropical,2
Eulipotyphla,Soricidae,Cryptotis,aroensis,Cryptotis aroensis,Not recognised,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1940,1400,540,NA,NA,NA,NA,Neotropical,1
Eulipotyphla,Soricidae,Cryptotis,brachyonyx,Cryptotis brachyonyx,Cryptotis brachyonyx,9.6,0.301,79.484,NA,823.682,NA,215.089,NA,243.548,22.308,NA,4.225,2.257,64.322,NA,23.826,NA,418.062,0.667,NA,0,1,NA,NA,80,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,G,1,0,0,1,0,2715,1300,1415,NA,Occurs on mainland,NA,NA,Neotropical,NA
Eulipotyphla,Soricidae,Cryptotis,cavatorculus,Cryptotis cavatorculus,Cryptotis goldmani,6.865,0.736,85,NA,885.148,NA,265.519,NA,302.612,28.057,NA,2.995,2.055,89.655,NA,31.925,NA,601.58,0.566,115.15,0,1,NA,NA,50,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,G,3,0,0,1,0,3200,1900,1650,NA,NA,NA,NA,Neotropical,1
Eulipotyphla,Soricidae,Cryptotis,celaque,Cryptotis celaque,Cryptotis goldmani,6.865,0.738,85,NA,882.479,NA,262.91,NA,300.668,28.209,NA,2.995,2.075,88.866,NA,31.968,NA,594.078,0.566,115.15,0,1,NA,NA,50,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,G,3,0,0,1,0,2560,1430,1130,NA,NA,NA,NA,Neotropical,1
Eulipotyphla,Soricidae,Cryptotis,colombiana,Cryptotis colombiana,Cryptotis colombiana,5.9,0.492,78.226,NA,846.073,NA,267.657,NA,299.659,26.768,NA,3.506,2.062,82.808,NA,30.252,NA,547.167,0.526,NA,0,1,NA,NA,50,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,G,3,0,0,1,0,2800,1750,1050,NA,Occurs on mainland,NA,NA,Neotropical,2
Eulipotyphla,Soricidae,Cryptotis,dinirensis,Cryptotis dinirensis,Not recognised,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Eulipotyphla,Soricidae,Cryptotis,endersi,Cryptotis endersi,Cryptotis endersi,8,0.723,89,NA,865.72,NA,256.475,NA,292.048,28.216,NA,3.252,2.107,82.913,NA,30.499,NA,570.985,0.61,NA,0,1,NA,NA,50,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,G,3,0,0,1,0,1850,1200,650,NA,Occurs on mainland,NA,NA,Neotropical,1
Eulipotyphla,Soricidae,Cryptotis,equatoris,Cryptotis equatoris,Cryptotis equatoris,11.77,0.321,80.573,NA,790.511,NA,230.168,NA,266.445,22.11,NA,4.443,2.145,66.021,NA,24.899,NA,430.391,0.737,NA,0,1,NA,NA,50,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,G,1,0,0,1,0,4055,1675,2380,NA,Occurs on mainland,NA,NA,Neotropical,2
Eulipotyphla,Soricidae,Cryptotis,goldmani,Cryptotis goldmani,Cryptotis goldmani,6.865,0.736,85,NA,885.148,NA,265.519,NA,302.612,28.057,NA,2.995,2.055,89.655,NA,31.925,NA,601.58,0.566,115.15,0,1,NA,NA,50,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,G,3,0,0,1,0,3200,1550,1650,0,Occurs on mainland,0,0,Neotropical,1
Eulipotyphla,Soricidae,Cryptotis,goodwini,Cryptotis goodwini,Cryptotis goodwini,16.5,0.994,94,NA,958.939,NA,262.65,NA,302.654,29.373,NA,3.093,2.039,92.405,NA,32.216,NA,631.392,0.87,NA,0,1,NA,NA,50,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,G,3,0,0,1,0,3400,900,2500,0,Occurs on mainland,0,0,Neotropical,1
Eulipotyphla,Soricidae,Cryptotis,gracilis,Cryptotis gracilis,Cryptotis gracilis,7,0.565,79,NA,873.164,NA,265.414,NA,298.419,26.804,NA,3.496,2.045,84.724,NA,30.733,NA,547.726,0.571,NA,0,1,NA,NA,50,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,G,3,0,0,1,0,3400,1800,1600,NA,Occurs on mainland,NA,NA,Neotropical,2
Eulipotyphla,Soricidae,Cryptotis,griseoventris,Cryptotis griseoventris,Cryptotis griseoventris,9,1.283,79,NA,937.674,NA,233.806,NA,264.788,24.242,NA,4.132,2.154,71.823,NA,27.147,NA,490.932,0.646,NA,0,1,NA,NA,50,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,G,1,0,0,1,0,NA,2100,NA,NA,Occurs on mainland,NA,NA,NA,1
Eulipotyphla,Soricidae,Cryptotis,hondurensis,Cryptotis hondurensis,Cryptotis hondurensis,5,1.246,71.5,NA,884.833,NA,268.997,NA,299.292,26.717,NA,3.566,2.004,83.002,NA,31.038,NA,542.621,0.485,NA,0,1,NA,NA,50,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,G,3,0,0,1,0,NA,1700,NA,NA,Occurs on mainland,NA,NA,Neotropical,1
Eulipotyphla,Soricidae,Cryptotis,lacertosus,Cryptotis lacertosus,Cryptotis goodwini,15,1.021,82,NA,912.878,NA,253.81,NA,292.506,28.676,NA,3.156,2.077,92.072,NA,31.738,NA,582.338,0.87,NA,0,1,NA,NA,50,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,G,3,0,0,1,0,3110,2680,430,NA,NA,NA,NA,Neotropical,1
Eulipotyphla,Soricidae,Cryptotis,magna,Cryptotis magna,Cryptotis magna,7,0.891,84.99,NA,947.444,NA,267.698,NA,302.727,28.813,NA,2.99,2.057,88.238,NA,32.119,NA,609.717,0.571,NA,0,1,NA,NA,50,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,G,3,0,0,1,0,3000,1300,1700,0,Occurs on mainland,0,0,Neotropical,1
Eulipotyphla,Soricidae,Cryptotis,mam,Cryptotis mam,Cryptotis griseoventris,9,0.305,75,NA,843.688,NA,221.265,NA,249.492,21.867,NA,4.534,2.186,62.135,NA,24.468,NA,403.651,0.646,NA,0,1,NA,NA,50,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,G,1,0,0,1,0,3350,2740,610,NA,NA,NA,NA,Neotropical,1
Eulipotyphla,Soricidae,Cryptotis,mayensis,Cryptotis mayensis,Cryptotis mayensis,8.32,1.163,86.5,NA,1107.834,NA,274.139,NA,309.588,30.164,NA,3.072,2.071,98.264,NA,33.798,NA,725.502,0.622,NA,0,1,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,G,3,0,0,1,0,650,0,650,NA,Occurs on mainland,NA,NA,Neotropical,1
Eulipotyphla,Soricidae,Cryptotis,mccarthyi,Cryptotis mccarthyi,Cryptotis goldmani,6.865,1.351,85,NA,994.438,NA,272.315,NA,309.572,31.405,NA,2.995,2.069,94.625,NA,33.724,NA,670.284,0.566,115.15,0,1,NA,NA,50,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,G,3,0,0,1,0,1620,1500,120,NA,NA,NA,NA,Neotropical,1
Eulipotyphla,Soricidae,Cryptotis,medellinia,Cryptotis medellinia,Cryptotis medellinia,11.77,0.537,82.618,NA,746.605,NA,217.939,NA,250.607,23.887,NA,4.138,2.225,65.847,NA,25.053,NA,411.425,0.737,NA,0,1,NA,NA,50,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,G,1,0,0,1,0,2800,2500,300,NA,Occurs on mainland,NA,NA,Neotropical,2
Eulipotyphla,Soricidae,Cryptotis,meridensis,Cryptotis meridensis,Cryptotis meridensis,12.2,0.722,90.979,NA,928.839,NA,268.938,NA,307.987,28.304,NA,3,2.079,90.983,NA,31.054,NA,619.992,0.75,104.61,0,1,NA,NA,80,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,G,3,0,0,1,0,3950,1640,2310,0,Occurs on mainland,0,0,Neotropical,3
Eulipotyphla,Soricidae,Cryptotis,merriami,Cryptotis merriami,Cryptotis merriami,8.32,2.019,79.5,NA,1041.022,NA,277.283,NA,311.742,27.646,NA,3.184,1.975,93.844,NA,31.528,NA,649.692,0.622,NA,0,1,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,G,1,0,0,1,0,1650,975,675,NA,Occurs on mainland,NA,NA,Neotropical,1
Eulipotyphla,Soricidae,Cryptotis,merus,Cryptotis merus,Cryptotis mera,8.32,1.072,78,NA,919.399,NA,269.496,NA,303.464,29.096,NA,3.113,2.052,86.87,NA,32.279,NA,604.423,0.622,NA,0,1,NA,NA,50,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,G,3,0,0,1,0,1500,1400,100,NA,Occurs on mainland,NA,NA,NA,1
Eulipotyphla,Soricidae,Cryptotis,mexicana,Cryptotis mexicana,Cryptotis mexicana,7,0.825,76.495,NA,935.503,NA,271.731,NA,306.272,28.164,NA,2.995,2.066,85.361,NA,31.059,NA,600.851,0.571,NA,0,1,NA,NA,50,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,G,3,0,0,1,0,2600,520,2080,0,Occurs on mainland,0,0,Neotropical,1
Eulipotyphla,Soricidae,Cryptotis,montivaga,Cryptotis montivaga,Cryptotis montivaga,11.29,0.709,79.6,NA,904.4,NA,261.025,NA,295.831,28.022,NA,3.133,2.108,86.815,NA,30.419,NA,590.154,0.722,NA,0,1,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,G,3,0,0,1,0,4000,2300,1700,0,Occurs on mainland,0,0,Neotropical,1
Eulipotyphla,Soricidae,Cryptotis,nelsoni,Cryptotis nelsoni,Cryptotis nelsoni,7,0.678,76.495,NA,839.5,NA,261.76,NA,295.025,28.029,NA,2.995,2.135,86.719,NA,29.684,NA,562.322,0.571,NA,0,1,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,G,1,0,0,1,0,1650,1460,190,NA,Occurs on mainland,NA,NA,Neotropical,2
Eulipotyphla,Soricidae,Cryptotis,niausia,Cryptotis niausia,Not recognised,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,3900,2800,1100,NA,NA,NA,NA,Neotropical,3
Eulipotyphla,Soricidae,Cryptotis,nigrescens,Cryptotis nigrescens,Cryptotis nigrescens,8.32,0.748,83,NA,926.08,NA,265.488,NA,299.89,27.5,NA,3.467,2.038,81.224,NA,30.501,NA,579.42,0.622,NA,0,1,NA,NA,50,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,G,3,0,0,1,0,2900,800,2100,0,Occurs on mainland,0,0,Neotropical,2
Eulipotyphla,Soricidae,Cryptotis,obscura,Cryptotis obscura,Cryptotis obscura,7,0.227,76.495,NA,743.696,NA,251.766,NA,278.822,23.69,NA,2.995,2.136,68.741,NA,24.335,NA,422.396,0.571,NA,0,1,NA,NA,50,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,G,1,0,0,1,0,2500,1040,1460,NA,Occurs on mainland,NA,NA,Neotropical,1
Eulipotyphla,Soricidae,Cryptotis,oreoryctes,Cryptotis oreoryctes,Not recognised,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Eulipotyphla,Soricidae,Cryptotis,orophila,Cryptotis orophila,Cryptotis orophila,6.2,0.314,72.995,NA,1277.5,41.5,40,43,61,21,NA,4.55,2.5,59.478,0.34,20.34,3.85,364.517,0.538,NA,0,1,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,G,1,0,0,1,0,NA,NA,NA,NA,Occurs on mainland,NA,NA,Neotropical,3
Eulipotyphla,Soricidae,Cryptotis,parva,Cryptotis parva,Cryptotis parva,6.2,0.12,72.995,NA,1277.5,35.44,40,43,56.935,21,6,4.55,2.5,67.285,0.34,20.34,3.85,330.747,0.538,493.99,0,1,0.001,NA,90,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,G,1,0,0,1,0,2750,0,2750,0,Occurs on mainland,1,0,"Nearctic, Neotropical",6
Eulipotyphla,Soricidae,Cryptotis,peregrina,Cryptotis peregrina,Cryptotis peregrina,7,0.54,76.495,NA,883.971,NA,258.045,NA,288.569,25.163,NA,2.995,2.083,77.332,NA,26.347,NA,512.751,0.571,NA,0,1,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,G,2,0,0,1,0,NA,NA,NA,NA,Occurs on mainland,NA,NA,Neotropical,1
Eulipotyphla,Soricidae,Cryptotis,perijensis,Cryptotis perijensis,Not recognised,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,3200,2000,1200,NA,NA,NA,NA,Neotropical,2
Eulipotyphla,Soricidae,Cryptotis,peruviensis,Cryptotis peruviensis,Cryptotis peruviensis,9,0.308,76.804,NA,836.923,NA,231.983,NA,257.644,21.976,NA,4.534,2.183,63.094,NA,24.598,NA,406.244,0.646,NA,0,1,NA,NA,50,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,G,1,0,0,1,0,3150,2050,1100,NA,Occurs on mainland,NA,NA,Neotropical,1
Eulipotyphla,Soricidae,Cryptotis,phillipsii,Cryptotis phillipsii,Cryptotis phillipsii,7,0.512,76.495,NA,871.402,NA,249.843,NA,280.06,25.19,NA,2.995,2.156,78.183,NA,26.407,NA,509.165,0.571,NA,0,1,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,G,1,0,0,1,0,2600,1060,1540,NA,Occurs on mainland,NA,NA,Neotropical,1
Eulipotyphla,Soricidae,Cryptotis,squamipes,Cryptotis squamipes,Cryptotis squamipes,11,0.604,83.362,NA,848.288,NA,244.14,NA,280.331,26.997,NA,3.399,2.116,80.921,NA,29.959,NA,550.64,0.713,NA,0,1,NA,NA,50,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,G,3,0,0,1,0,NA,NA,NA,0,Occurs on mainland,0,0,Neotropical,2
Eulipotyphla,Soricidae,Cryptotis,tamensis,Cryptotis tamensis,Cryptotis tamensis,13.9,0.347,82.692,NA,761.659,NA,219.037,NA,252.278,22.658,NA,4.285,2.188,67.176,NA,24.993,NA,425.25,0.8,NA,0,1,NA,NA,50,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,G,1,0,0,1,0,3329,2385,944,NA,Occurs on mainland,NA,NA,Neotropical,1
Eulipotyphla,Soricidae,Cryptotis,thomasi,Cryptotis thomasi,Cryptotis thomasi,11.77,1.293,86.893,NA,1007.101,NA,261.856,NA,302.614,29.622,NA,2.992,2.098,95.135,NA,32.796,NA,631.264,0.737,NA,0,1,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,G,3,0,0,1,0,3500,2700,800,0,Occurs on mainland,0,0,Neotropical,2
Eulipotyphla,Soricidae,Cryptotis,tropicalis,Cryptotis tropicalis,Cryptotis tropicalis,6.2,0.315,72.995,NA,1277.5,41.5,40,43,61,21,NA,4.55,2.5,59.481,0.34,20.34,3.85,364.533,0.538,NA,0,1,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,G,1,0,0,1,0,NA,NA,NA,NA,Occurs on mainland,NA,NA,Neotropical,3
Eulipotyphla,Soricidae,Cryptotis,venezuelensis,Cryptotis venezuelensis,Not recognised,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,2238,2100,138,NA,NA,NA,NA,Neotropical,1
Rodentia,Ctenodactylidae,Ctenodactylus,gundi,Ctenodactylus gundi,Ctenodactylus gundi,288.8,3.229,208,NA,2117,169.03,319,NA,239.01,74,NA,1.9,1,69.652,29.9,33.081,NA,824.216,0.535,NA,0,1,NA,NA,0,0,100,0,0,0,0,0,0,0,0,0,100,1,1,G,3,0,0,1,0,2900,230,2670,0,Occurs on mainland,0,0,Palearctic,2
Rodentia,Ctenodactylidae,Ctenodactylus,vali,Ctenodactylus vali,Ctenodactylus vali,288.41,3.158,208,NA,2117,340.64,319,NA,399.77,65.96,NA,2,1.77,66.804,29.89,32.022,NA,847.382,0.535,NA,0,1,NA,NA,0,0,100,0,0,0,0,0,0,0,0,0,100,1,1,G,3,0,0,1,0,1000,NA,NA,0,Occurs on mainland,0,0,Palearctic,2
Rodentia,Ctenomyidae,Ctenomys,argentinus,Ctenomys argentinus,Ctenomys argentinus,221.3,3.885,221.342,NA,868.697,NA,250.077,NA,331.733,95.865,NA,2.61,1.958,124.053,NA,37.658,NA,926.452,0.462,NA,0,1,NA,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,G,2,0,0,1,0,NA,NA,NA,0,Occurs on mainland,0,0,Neotropical,2
Rodentia,Ctenomyidae,Ctenomys,australis,Ctenomys australis,Ctenomys australis,340,4.873,245.301,NA,1013.37,NA,249.436,NA,331.977,93.618,NA,2.414,2.108,114.999,NA,36.594,NA,922.211,0.586,NA,0,1,NA,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,G,2,0,0,1,0,NA,NA,NA,0,Occurs on mainland,0,0,Neotropical,1
Rodentia,Ctenomyidae,Ctenomys,azarae,Ctenomys azarae,Ctenomys azarae,340,4.102,242.735,NA,790.833,213.08,213.08,213.08,304.4,91.32,NA,2.591,2.35,101.592,NA,33.556,NA,826.948,0.586,NA,0,1,NA,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,G,2,0,0,1,0,NA,NA,NA,0,Occurs on mainland,0,0,Neotropical,1
Rodentia,Ctenomyidae,Ctenomys,bergi,Ctenomys bergi,Ctenomys bergi,178.44,3.162,191.572,NA,790.833,213.08,213.08,213.08,304.4,91.32,NA,2.659,2.219,98.382,NA,33.644,NA,790.188,0.411,NA,0,1,NA,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,G,2,0,0,1,0,NA,NA,NA,NA,Occurs on mainland,NA,NA,Neotropical,2
Rodentia,Ctenomyidae,Ctenomys,boliviensis,Ctenomys boliviensis,Ctenomys boliviensis,462.6,4.619,221.1,NA,824.439,NA,287.434,NA,363.17,91.33,NA,2.643,1.78,145.211,NA,38.822,NA,975.684,0.694,NA,0,1,NA,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,G,2,0,0,1,0,500,400,100,0,Occurs on mainland,0,0,Neotropical,2
Rodentia,Ctenomyidae,Ctenomys,bonettoi,Ctenomys bonettoi,Ctenomys bonettoi,202.3,3.324,216.209,NA,905.539,NA,234.152,NA,317.819,95.603,NA,2.65,2.068,109.169,NA,35.359,NA,842.607,0.44,NA,0,1,NA,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,G,2,0,0,1,0,NA,NA,NA,0,Occurs on mainland,0,0,Neotropical,1
