order,family,genus,species,iucn2020_binomial,phylacine_binomial,adult_mass_g,adult_brain_mass_g,adult_body_length_mm,adult_forearm_length_mm,max_longevity_d,maturity_d,female_maturity_d,male_maturity_d,age_first_reproduction_d,gestation_length_d,teat_number_n,litter_size_n,litters_per_year_n,interbirth_interval_d,neonate_mass_g,weaning_age_d,weaning_mass_g,generation_length_d,dispersal_km,density_n_km2,hibernation_torpor,fossoriality,home_range_km2,social_group_n,dphy_invertebrate,dphy_vertebrate,dphy_plant,det_inv,det_vend,det_vect,det_vfish,det_vunk,det_scav,det_fruit,det_nect,det_seed,det_plantother,det_diet_breadth_n,trophic_level,foraging_stratum,activity_cycle,freshwater,marine,terrestrial_non-volant,terrestrial_volant,upper_elevation_m,lower_elevation_m,altitude_breadth_m,island_dwelling,island_endemicity,disected_by_mountains,glaciation,biogeographical_realm,habitat_breadth_n
Eulipotyphla,Soricidae,Crocidura,maxi,Crocidura maxi,Crocidura maxi,7.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.592,NA,NA,NA,NA,NA,50,50,0,50,0,10,0,0,40,0,0,0,0,2,3,G,1,0,0,1,0,3000,200,2800,NA,NA,NA,NA,"Australasian, Indomalayan",1
Eulipotyphla,Soricidae,Crocidura,mdumai,Crocidura mdumai,Crocidura monax,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.857,NA,0,NA,NA,NA,50,50,0,50,0,10,0,0,40,0,0,0,0,2,3,G,1,0,0,1,0,3000,2000,1500,NA,NA,NA,NA,Afrotropical,1
Eulipotyphla,Soricidae,Crocidura,mindorus,Crocidura mindorus,Crocidura mindorus,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.908,NA,NA,NA,NA,NA,50,50,0,50,0,10,0,0,40,0,0,0,0,2,3,G,1,0,0,1,0,1920,325,1595,NA,NA,NA,NA,Indomalayan,1
Eulipotyphla,Soricidae,Crocidura,miya,Crocidura miya,Crocidura miya,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.687,NA,NA,NA,NA,NA,50,50,0,50,0,10,0,0,40,0,0,0,0,2,3,G,1,0,0,1,0,2310,330,1980,NA,NA,NA,NA,Indomalayan,1
Eulipotyphla,Soricidae,Crocidura,monax,Crocidura monax,Crocidura monax,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.857,NA,0,NA,NA,NA,50,50,0,50,0,10,0,0,40,0,0,0,0,2,3,G,1,0,0,1,0,3000,1500,1500,0,NA,0,0,Afrotropical,1
Eulipotyphla,Soricidae,Crocidura,monticola,Crocidura monticola,Crocidura monticola,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555,NA,NA,NA,NA,NA,50,50,0,50,0,10,0,0,40,0,0,0,0,2,3,G,1,0,0,1,0,2000,0,2000,NA,NA,NA,NA,Indomalayan,1
Eulipotyphla,Soricidae,Crocidura,montis,Crocidura montis,Crocidura montis,14.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.74,NA,NA,NA,NA,NA,NA,0.103,NA,0,NA,NA,NA,50,50,0,50,0,10,0,0,40,0,0,0,0,2,2,G,1,0,0,1,0,4200,2130,2070,0,NA,0,0,Afrotropical,3
Eulipotyphla,Soricidae,Crocidura,munissii,Crocidura munissii,Not recognised,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Eulipotyphla,Soricidae,Crocidura,muricauda,Crocidura muricauda,Crocidura muricauda,5.63,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.514,NA,NA,NA,NA,NA,50,50,0,50,0,10,0,0,40,0,0,0,0,2,3,G,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,Afrotropical,1
Eulipotyphla,Soricidae,Crocidura,musseri,Crocidura musseri,Crocidura musseri,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.599,NA,NA,NA,NA,NA,50,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,G,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,Australasian,1
Eulipotyphla,Soricidae,Crocidura,mutesae,Crocidura mutesae,Crocidura mutesae,15.8,NA,110,NA,121.667,NA,NA,NA,NA,18.131,NA,3.67,2.38,58.96,1,17.849,10,NA,0.852,NA,0,NA,NA,NA,50,50,0,50,0,10,0,0,40,0,0,0,0,2,3,G,1,0,0,1,0,NA,NA,NA,0,NA,0,0,Afrotropical,2
Eulipotyphla,Soricidae,Crocidura,nana,Crocidura nana,Crocidura nana,7,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.571,NA,NA,NA,NA,NA,50,50,0,50,0,10,0,0,40,0,0,0,0,2,3,G,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,Afrotropical,1
Eulipotyphla,Soricidae,Crocidura,nanilla,Crocidura nanilla,Crocidura nanilla,6.5,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.551,NA,0,NA,NA,NA,50,50,0,50,0,10,0,0,40,0,0,0,0,2,3,G,1,0,0,1,0,NA,NA,NA,0,NA,1,0,Afrotropical,1
Eulipotyphla,Soricidae,Crocidura,negligens,Crocidura negligens,Crocidura negligens,12,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,1.615,NA,NA,NA,NA,NA,NA,0.744,NA,NA,NA,NA,NA,50,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,G,1,0,0,1,0,1800,0,1800,NA,NA,NA,NA,Indomalayan,1
Eulipotyphla,Soricidae,Crocidura,negrina,Crocidura negrina,Crocidura negrina,11.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.724,NA,NA,NA,NA,NA,50,50,0,50,0,10,0,0,40,0,0,0,0,2,3,G,1,0,0,1,0,1450,500,950,NA,NA,NA,NA,Indomalayan,1
Eulipotyphla,Soricidae,Crocidura,newmarki,Crocidura newmarki,Crocidura monax,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.857,NA,0,NA,NA,NA,50,50,0,50,0,10,0,0,40,0,0,0,0,2,3,G,1,0,0,1,0,3600,1800,1800,NA,NA,NA,NA,Afrotropical,2
Eulipotyphla,Soricidae,Crocidura,nicobarica,Crocidura nicobarica,Crocidura nicobarica,31.03,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1.185,NA,NA,NA,NA,NA,50,50,0,50,0,10,0,0,40,0,0,0,0,2,3,G,1,0,0,1,0,100,0,100,NA,NA,NA,NA,Indomalayan,1
Eulipotyphla,Soricidae,Crocidura,nigeriae,Crocidura nigeriae,Crocidura nigeriae,17.1,NA,NA,NA,152.083,NA,NA,NA,NA,NA,NA,2.44,NA,NA,NA,NA,NA,NA,0.885,NA,0,NA,NA,NA,50,50,0,50,0,10,0,0,40,0,0,0,0,2,3,G,1,0,0,1,0,NA,NA,NA,0,NA,0,0,Afrotropical,1
Eulipotyphla,Soricidae,Crocidura,nigricans,Crocidura nigricans,Crocidura nigricans,10.35,NA,NA,NA,30.417,NA,NA,NA,NA,NA,NA,3.94,NA,NA,NA,NA,NA,NA,0.692,NA,0,NA,NA,NA,50,50,0,50,0,10,0,0,40,0,0,0,0,2,3,G,1,0,0,1,0,NA,NA,NA,0,NA,0,0,Afrotropical,NA
Eulipotyphla,Soricidae,Crocidura,nigripes,Crocidura nigripes,Crocidura nigripes,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.78,NA,NA,NA,NA,NA,50,50,0,50,0,10,0,0,40,0,0,0,0,2,3,G,1,0,0,1,0,3000,200,2800,NA,NA,NA,NA,Australasian,1
Eulipotyphla,Soricidae,Crocidura,nigrofusca,Crocidura nigrofusca,Crocidura nigrofusca,11.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.49,NA,NA,NA,NA,NA,NA,0.737,NA,0,NA,NA,NA,50,50,0,50,0,10,0,0,40,0,0,0,0,2,3,G,1,0,0,1,0,NA,NA,NA,0,NA,0,0,Afrotropical,1
Eulipotyphla,Soricidae,Crocidura,nimbae,Crocidura nimbae,Crocidura nimbae,15.502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.844,NA,NA,NA,NA,NA,50,50,0,50,0,10,0,0,40,0,0,0,0,2,3,G,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,Afrotropical,1
Eulipotyphla,Soricidae,Crocidura,nimbasilvanus,Crocidura nimbasilvanus,Crocidura goliath,87.92,NA,147.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.975,NA,NA,NA,NA,NA,50,50,0,50,0,10,0,0,40,0,0,0,0,2,3,G,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,2
Eulipotyphla,Soricidae,Crocidura,ninoyi,Crocidura ninoyi,Crocidura mindorus,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.908,NA,NA,NA,NA,NA,50,50,0,50,0,10,0,0,40,0,0,0,0,2,3,G,1,0,0,1,0,1325,325,1000,NA,NA,NA,NA,Indomalayan,1
Eulipotyphla,Soricidae,Crocidura,niobe,Crocidura niobe,Crocidura niobe,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.99,NA,NA,NA,NA,NA,NA,0.857,NA,0,NA,NA,NA,50,50,0,50,0,10,0,0,40,0,0,0,0,2,3,G,1,0,0,1,0,NA,NA,NA,0,NA,0,0,Afrotropical,3
Eulipotyphla,Soricidae,Crocidura,obscurior,Crocidura obscurior,Crocidura obscurior,3.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.99,NA,NA,NA,NA,NA,NA,0.047,NA,NA,NA,NA,NA,50,50,0,50,0,10,0,0,40,0,0,0,0,2,2,G,1,0,0,1,0,600,0,600,NA,NA,NA,NA,Afrotropical,1
Eulipotyphla,Soricidae,Crocidura,olivieri,Crocidura olivieri,Crocidura olivieri,36.36,0.44,124.055,NA,803,NA,NA,NA,NA,25,NA,3.37,NA,NA,2.26,NA,20.7,NA,1.281,72.36,0,NA,NA,NA,50,50,0,50,0,10,0,0,40,0,0,0,0,2,3,G,1,0,0,1,0,2680,NA,NA,0,NA,1,0,Afrotropical,4
Eulipotyphla,Soricidae,Crocidura,orientalis,Crocidura orientalis,Crocidura orientalis,12,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,1.615,NA,NA,NA,NA,NA,NA,0.744,NA,NA,NA,NA,NA,50,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,G,1,0,0,1,0,2700,1500,1200,NA,NA,NA,NA,Indomalayan,1
Eulipotyphla,Soricidae,Crocidura,orii,Crocidura orii,Crocidura orii,10.6,NA,82.145,NA,1460,75,75,75,104,29,NA,4.165,3.5,28.231,0.88,23.82,7.7,NA,0.7,NA,NA,NA,NA,NA,50,50,0,50,0,10,0,0,40,0,0,0,0,2,3,G,1,0,0,1,0,300,0,300,NA,NA,NA,NA,Indomalayan,1
Eulipotyphla,Soricidae,Crocidura,pachyura,Crocidura pachyura,Crocidura pachyura,10.6,NA,82.145,NA,1460,75,75,75,104,29,NA,4.04,3.5,28.231,0.88,23.82,7.7,NA,0.7,NA,NA,NA,NA,NA,50,50,0,50,0,10,0,0,40,0,0,0,0,2,3,G,1,0,0,1,0,1000,0,1000,NA,NA,NA,NA,Palearctic,2
Eulipotyphla,Soricidae,Crocidura,palawanensis,Crocidura palawanensis,Crocidura palawanensis,8.157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.616,NA,NA,NA,NA,NA,50,50,0,50,0,10,0,0,40,0,0,0,0,2,3,G,1,0,0,1,0,1300,0,1300,NA,NA,NA,NA,Indomalayan,3
Eulipotyphla,Soricidae,Crocidura,panayensis,Crocidura panayensis,Crocidura palawanensis,8.157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.616,NA,NA,NA,NA,NA,50,50,0,50,0,10,0,0,40,0,0,0,0,2,3,G,1,0,0,1,0,1300,0,1300,NA,NA,NA,NA,Indomalayan,1
Eulipotyphla,Soricidae,Crocidura,paradoxura,Crocidura paradoxura,Crocidura paradoxura,8.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.619,NA,NA,NA,NA,NA,50,50,0,50,0,10,0,0,40,0,0,0,0,2,3,G,1,0,0,1,0,2000,1000,1000,NA,NA,NA,NA,Indomalayan,1
Eulipotyphla,Soricidae,Crocidura,parvipes,Crocidura parvipes,Crocidura parvipes,8.157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.616,NA,NA,NA,NA,NA,50,50,0,50,0,10,0,0,40,0,0,0,0,2,3,G,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,Afrotropical,2
Eulipotyphla,Soricidae,Crocidura,pasha,Crocidura pasha,Crocidura pasha,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.551,NA,0,NA,NA,NA,50,50,0,50,0,10,0,0,40,0,0,0,0,2,3,G,1,0,0,1,0,NA,NA,NA,0,NA,0,0,Afrotropical,1
Eulipotyphla,Soricidae,Crocidura,pergrisea,Crocidura pergrisea,Crocidura pergrisea,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.684,NA,NA,NA,NA,NA,50,50,0,50,0,10,0,0,40,0,0,0,0,2,3,G,1,0,0,1,0,2896,NA,NA,NA,NA,NA,NA,Palearctic,1
Eulipotyphla,Soricidae,Crocidura,phaeura,Crocidura phaeura,Crocidura phaeura,10.49,NA,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.697,NA,NA,NA,NA,NA,50,50,0,50,0,10,0,0,40,0,0,0,0,2,3,G,1,0,0,1,0,2400,1100,1300,NA,NA,NA,NA,Afrotropical,1
Eulipotyphla,Soricidae,Crocidura,phanluongi,Crocidura phanluongi,Crocidura phanluongi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,480,50,430,NA,NA,NA,NA,Indomalayan,1
Eulipotyphla,Soricidae,Crocidura,phuquocensis,Crocidura phuquocensis,Crocidura phuquocensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,30,30,0,NA,NA,NA,NA,Indomalayan,1
Eulipotyphla,Soricidae,Crocidura,picea,Crocidura picea,Crocidura picea,8.157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.616,NA,NA,NA,NA,NA,50,50,0,50,0,10,0,0,40,0,0,0,0,2,3,G,1,0,0,1,0,1800,700,1100,NA,NA,NA,NA,Afrotropical,2
Eulipotyphla,Soricidae,Crocidura,pitmani,Crocidura pitmani,Crocidura pitmani,10.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.692,NA,NA,NA,NA,NA,50,50,0,50,0,10,0,0,40,0,0,0,0,2,3,G,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,Afrotropical,NA
Eulipotyphla,Soricidae,Crocidura,planiceps,Crocidura planiceps,Crocidura planiceps,2.5,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,0.345,NA,0,NA,NA,NA,50,50,0,50,0,10,0,0,40,0,0,0,0,2,3,G,1,0,0,1,0,NA,NA,NA,0,NA,0,0,Afrotropical,NA
Eulipotyphla,Soricidae,Crocidura,poensis,Crocidura poensis,Crocidura poensis,17.1,NA,NA,NA,152.083,NA,NA,NA,NA,NA,NA,2.44,NA,NA,NA,NA,NA,NA,0.885,NA,0,NA,NA,NA,50,50,0,50,0,10,0,0,40,0,0,0,0,2,3,G,1,0,0,1,0,NA,NA,NA,0,NA,0,0,Afrotropical,1
Eulipotyphla,Soricidae,Crocidura,polia,Crocidura polia,Crocidura polia,5.63,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.514,NA,NA,NA,NA,NA,50,50,0,50,0,10,0,0,40,0,0,0,0,2,3,G,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,Afrotropical,NA
Eulipotyphla,Soricidae,Crocidura,pullata,Crocidura pullata,Crocidura pullata,10.6,NA,82.145,NA,1460,75,75,75,104,29,NA,4.04,3.5,28.231,0.88,23.82,7.7,NA,0.7,NA,NA,NA,NA,NA,50,50,0,50,0,10,0,0,40,0,0,0,0,2,3,G,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,Palearctic,NA
Eulipotyphla,Soricidae,Crocidura,raineyi,Crocidura raineyi,Crocidura raineyi,14.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.816,NA,NA,NA,NA,NA,50,50,0,50,0,10,0,0,40,0,0,0,0,2,3,G,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,Afrotropical,1
Eulipotyphla,Soricidae,Crocidura,ramona,Crocidura ramona,Crocidura ramona,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,NA,NA,NA,NA,NA,50,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,G,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,Palearctic,1
Eulipotyphla,Soricidae,Crocidura,rapax,Crocidura rapax,Crocidura rapax,10.6,NA,82.145,NA,1460,75,75,75,104,29,NA,4.04,3.5,28.231,0.88,23.82,7.7,NA,0.7,NA,NA,NA,NA,NA,50,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,G,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,Indomalayan,NA
Eulipotyphla,Soricidae,Crocidura,religiosa,Crocidura religiosa,Crocidura religiosa,7,NA,NA,NA,456.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.571,NA,0,NA,NA,NA,50,50,0,50,0,10,0,0,40,0,0,0,0,2,3,G,1,0,0,1,0,NA,NA,NA,0,NA,0,0,Palearctic,2
Eulipotyphla,Soricidae,Crocidura,rhoditis,Crocidura rhoditis,Crocidura rhoditis,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.803,NA,NA,NA,NA,NA,50,50,0,50,0,10,0,0,40,0,0,0,0,2,3,G,1,0,0,1,0,3000,200,2800,NA,NA,NA,NA,Australasian,1
Eulipotyphla,Soricidae,Crocidura,roosevelti,Crocidura roosevelti,Crocidura roosevelti,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.713,NA,NA,NA,NA,NA,50,50,0,50,0,10,0,0,40,0,0,0,0,2,3,G,1,0,0,1,0,1200,NA,NA,NA,NA,NA,NA,Afrotropical,1
Eulipotyphla,Soricidae,Crocidura,russula,Crocidura russula,Crocidura russula,10.6,0.19,82.145,NA,1460,66.88,75,75,95.2,29,NA,4.04,3.5,28.231,0.88,23.82,7.7,448.652,0.7,8850,1,1,0,NA,50,50,0,50,0,10,0,0,40,0,0,0,0,2,3,G,1,0,0,1,0,2000,0,2000,0,NA,1,0,Palearctic,2
Eulipotyphla,Soricidae,Crocidura,sapaensis,Crocidura sapaensis,Crocidura indochinensis,5.47,NA,63.88,NA,NA,NA,NA,NA,NA,NA,NA,3.14,NA,NA,NA,NA,NA,NA,0.506,NA,NA,NA,NA,NA,50,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,G,1,0,0,1,0,2200,1800,400,NA,NA,NA,NA,Indomalayan,2
Eulipotyphla,Soricidae,Crocidura,selina,Crocidura selina,Crocidura selina,14.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.74,NA,NA,NA,NA,NA,NA,0.816,NA,NA,NA,NA,NA,50,50,0,50,0,10,0,0,40,0,0,0,0,2,3,G,1,0,0,1,0,1800,NA,NA,NA,NA,NA,NA,Afrotropical,2
Eulipotyphla,Soricidae,Crocidura,serezkyensis,Crocidura serezkyensis,Crocidura serezkyensis,8.157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.616,NA,NA,NA,NA,NA,50,50,0,50,0,10,0,0,40,0,0,0,0,2,3,G,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,Palearctic,NA
Eulipotyphla,Soricidae,Crocidura,shantungensis,Crocidura shantungensis,Crocidura shantungensis,7.425,NA,82,NA,1460,210.44,175,365,202.15,27.15,NA,4,3.5,91.25,0.53,25.131,4,NA,0.588,NA,NA,NA,NA,NA,50,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,G,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,Palearctic,2
Eulipotyphla,Soricidae,Crocidura,sibirica,Crocidura sibirica,Crocidura sibirica,10.94,NA,129,NA,1095,101.08,107.16,95,137.292,30.132,NA,4.72,NA,NA,0.89,22,NA,NA,0.711,NA,NA,NA,NA,NA,50,50,0,50,0,10,0,0,40,0,0,0,0,2,3,G,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,Palearctic,4
Eulipotyphla,Soricidae,Crocidura,sicula,Crocidura sicula,Crocidura sicula,10.84,NA,86.5,NA,1460,93.04,101.08,85,130.841,29.761,NA,4.38,3.5,28.231,0.885,23.18,7.7,NA,0.708,NA,NA,NA,NA,NA,50,50,0,50,0,10,0,0,40,0,0,0,0,2,3,G,1,0,0,1,0,1000,0,1000,NA,NA,NA,NA,Palearctic,2
Eulipotyphla,Soricidae,Crocidura,silacea,Crocidura silacea,Crocidura silacea,10.25,NA,86,NA,1460,75,75,75,104,29,NA,4.02,3.5,28.231,0.88,23.82,7.7,NA,0.689,NA,0,NA,NA,NA,50,50,0,50,0,10,0,0,40,0,0,0,0,2,3,G,1,0,0,1,0,NA,NA,NA,0,NA,0,0,Afrotropical,4
Eulipotyphla,Soricidae,Crocidura,smithii,Crocidura smithii,Crocidura smithii,8.157,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.616,NA,NA,NA,NA,NA,50,50,0,50,0,10,0,0,40,0,0,0,0,2,3,G,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,Afrotropical,1
Eulipotyphla,Soricidae,Crocidura,sokolovi,Crocidura sokolovi,Crocidura sokolovi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,2400,2300,100,NA,NA,NA,NA,Indomalayan,1
Eulipotyphla,Soricidae,Crocidura,somalica,Crocidura somalica,Crocidura somalica,11.5,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.729,NA,0,NA,NA,NA,50,50,0,50,0,10,0,0,40,0,0,0,0,2,3,G,1,0,0,1,0,NA,NA,NA,0,NA,0,0,Afrotropical,1
Eulipotyphla,Soricidae,Crocidura,stenocephala,Crocidura stenocephala,Crocidura stenocephala,17.305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.99,NA,NA,NA,NA,NA,NA,0.89,NA,NA,NA,NA,NA,50,50,0,50,0,10,0,0,40,0,0,0,0,2,3,G,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,Afrotropical,1
Eulipotyphla,Soricidae,Crocidura,suaveolens,Crocidura suaveolens,Crocidura suaveolens,7.425,NA,82,NA,1460,68.97,175,365,96.045,27.15,NA,4,3.5,91.25,0.53,25.131,4,369.69,0.588,5541.66,1,NA,NA,NA,50,50,0,50,0,10,0,0,40,0,0,0,0,2,3,G,1,0,0,1,0,1600,0,1600,0,NA,1,0,Palearctic,5
Eulipotyphla,Soricidae,Crocidura,susiana,Crocidura susiana,Crocidura susiana,10.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.692,NA,NA,NA,NA,NA,50,50,0,50,0,10,0,0,40,0,0,0,0,2,3,G,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,Palearctic,NA
Eulipotyphla,Soricidae,Crocidura,tanakae,Crocidura tanakae,Crocidura tanakae,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99,NA,NA,NA,NA,NA,NA,0.817,NA,NA,NA,NA,NA,50,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,G,1,0,0,1,0,2200,0,2200,NA,NA,NA,NA,Indomalayan,3
Eulipotyphla,Soricidae,Crocidura,tansaniana,Crocidura tansaniana,Crocidura tansaniana,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.744,NA,NA,NA,NA,NA,50,50,0,50,0,10,0,0,40,0,0,0,0,2,3,G,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1
Eulipotyphla,Soricidae,Crocidura,tarella,Crocidura tarella,Crocidura tarella,12.42,NA,107,NA,30.417,NA,NA,NA,NA,NA,NA,2.75,NA,NA,NA,NA,NA,NA,0.757,NA,NA,NA,NA,NA,50,50,0,50,0,10,0,0,40,0,0,0,0,2,3,G,1,0,0,1,0,2000,1000,1000,NA,NA,NA,NA,Afrotropical,1
Eulipotyphla,Soricidae,Crocidura,tarfayensis,Crocidura tarfayensis,Crocidura tarfayensis,6.085,NA,62.495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.534,NA,0,NA,NA,NA,50,50,0,50,0,10,0,0,40,0,0,0,0,2,3,G,1,0,0,1,0,NA,NA,NA,0,NA,0,0,Afrotropical,1
Eulipotyphla,Soricidae,Crocidura,telfordi,Crocidura telfordi,Crocidura telfordi,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.791,NA,NA,NA,NA,NA,50,50,0,50,0,10,0,0,40,0,0,0,0,2,3,G,1,0,0,1,0,1150,NA,NA,NA,NA,NA,NA,Afrotropical,1
